Reference Handle,Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Auntie Jummy's Candy & Snacks,New Quantity Auntie Jummy's Candy & Snacks,Stock Alert Enabled Auntie Jummy's Candy & Snacks,Stock Alert Count Auntie Jummy's Candy & Snacks
#doritos-spicy-sweet-chili-flavored-tortilla-chips-regular,CBU45GO76FAFUQEF63E6RFYL,Doritos Spicy Sweet Chili Flavored Tortilla Chips,Regular,1320627,,,,,,,,,Physical good,,,,,,,,6.29,,N,,,,,,,1,,,
#doritos-tortilla-chips-f-regular,J7YON6LBOVZYNS24BFUSDA6O,Doritos Tortilla Chips F,Regular,477691Y,,,,,,,28400217019,,Physical good,,,,,,,,0.75,,N,,,,,,,0,,,
#dove-promises-milk-chocolate-candy-14-08oz-regular,IU35TQMBYX7VT5M7PB3ABOLP,Dove Promises Milk Chocolate Candy 14.08oz,Regular,W968504,,,,,,,40000597612,visible,Physical good,,,,,,,,9.99,,N,,,,N,,,11,,,
#dr-pepper-cream-soda-oz-cans-regular,7SPJBC5INMZMPXZ2MLFLFWBE,Dr Pepper & Cream Soda oz Cans,Regular,629043Z,,,,,,,78000033496,visible,Physical good,,,,,,,,9.99,,N,,,,N,,,10,,,
#dr-pepper-cola-strawberries-cream-regular,6OR5E7G3PSZO2VNCNW6M4OBW,Dr Pepper Cola Strawberries & Cream,Regular,2093725,,Chips > Drinks,Chips > Drinks,,,,78000037678,,Physical good,,,,,,,,2.5,,N,,,,,,,22,,,
#dr-pepper-soda-regular,DSKUWE6W4NV4ZSCIPOLHXQYP,Dr Pepper Soda,Regular,229571V,,,,,,,78000082401,,Physical good,,,,,,,,2.5,,N,,,,,,,-16,,,
#dr-pepper-soda-5-l-bottles-regular,66DA4K2IS6ZKHLATKVDPWR3E,"Dr Pepper Soda, .5 L Bottles",Regular,C218505,,Chips > Drinks,Chips > Drinks,,,,78000003864,visible,Physical good,,,,N,N,N,N,6.69,,N,,N,,N,,,,,,
#dr-pepper-zero-strawberries-and-cream-soda-oz-cans-regular,NGZ2L6TBE4RKWAHDHNTFQ2HD,Dr Pepper Zero Strawberries and Cream Soda oz Cans,Regular,378639E,,Chips > Drinks,Chips > Drinks,,,,78000037623,visible,Physical good,,,,N,N,N,N,9.99,,N,,N,,N,,,,,,
#dr-pepper-zero-sugar-soda-bottles-regular,SDXJPQGEYUWCHIUYEBQ2BFNC,Dr Pepper Zero Sugar Soda Bottles,Regular,P269444,,,,,,,78000035285,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#dr-pepper-12-fluid-ounce-bottle-regular,32552235R6C46MCJJJTI6GUO,"Dr Pepper, 12 Fluid Ounce Bottle",Regular,2062007,,Chips > Drinks,Chips > Drinks,,,,78000082319,visible,Physical good,,,,N,N,N,N,7.5,,N,,N,,N,,,,,,
#dr-pepper-blackberry-12oz-12pk-regular,FND5JJGB5QDTBF7WZHYLGO43,Dr. Pepper Blackberry 12oz 12pk,Regular,690748P,,,,,,,78000040371,visible,Physical good,,,,,,,,9.99,,N,,,,N,,,8,,,
#dry-roasted-almonds-regular,T7E53EGEIXR3XOYJWFLTBGYG,Dry Roasted Almonds,Regular,X806639,,,,,,,14113911856,,Physical good,,,,,,,,1.5,,N,,,,,,,-2,,,
#dry-roasted-pichacios--regular,SOAEHLJI552XLLKVKGZWJY2P,Dry Roasted Pichacios,Regular,304131Q,,Nuts,Nuts,,,,,,Physical good,,,,,,,,1.25,,N,,,,N,,,24,,,
#edy-s-slow-churned-light-ice-cream-regular,N3ACXXL35FCTHKFVAKWEIAPE,"Edy's, Slow Churned, Light Ice Cream",Regular,7690109,,Ice cream,Ice cream,,,,41548034867,visible,Physical good,,,,,,,,6.99,,N,,,,N,,,5,,,
#el-bubble-regular,QNZFOOVJ2MV4BIQ2XVNSWEO3,El Bubble,Regular,8279717,,Cookies > candy,Cookies > candy,,,,10700088130,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#energy-drink-regular,D4SREP7NN4WKFXOYXQN2XR7X,Energy Drink,Regular,L712509,,Chips > Drinks,Chips > Drinks,,,,70847811169,,Physical good,,,,,,,,variable,,N,,,,,,,-1,,,
#energy-drink-1-regular,26Z2B57V3XBU3UQFNHCUJXGY,Energy Drink [b634081],Regular,B634081,,Chips > Drinks,Chips > Drinks,,,,6.11269E+11,visible,Physical good,,,,N,N,N,N,2.99,,N,,N,,N,,,,,,
#energy-drink-4-pack-regular,FWPNXKXOUDUGQXA6WORN6JY6,Energy Drink 4/pack,Regular,140137B,,,,,,,70847811176,visible,Physical good,,,,,,,,12.99,,N,,,,N,,,16,,,
#energy-iced-tea-drink-4-pack-regular,UH2CW2BE2IZB3JT5FMC5BGJ5,Energy Iced Tea Drink 4/pack,Regular,591151A,,,,,,,70847003342,visible,Physical good,,,,,,,,12.99,,N,,,,N,,,8,,,
#evian-natural-spring-water-regular,K5LEO5OHT4HKB7LHV4YHIJZ3,Evian Natural Spring Water,Regular,247900N,,Chips > Drinks,Chips > Drinks,,,,79298400113,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#extra-polar-ice-15-sticks-regular,Q2IKOFOQ77BVLIAFP5KNJR3O,Extra Polar Ice 15 Sticks,Regular,2470872,,Cookies > candy,Cookies > candy,,,,2289805,,Physical good,,,,,,,,1.98,,N,,,,,,,10,,,
#extra-spearmint-15-sticks-regular,SQQC62ROT2FXEF3OUDM47GVS,Extra Spearmint 15 Sticks,Regular,9021518,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.98,,N,,,,,,,10,,,
#extra-spearmint-35-sticks-regular,JW24BISO6VCE43V2OY2BNECY,Extra Spearmint 35 Sticks,Regular,7676074,,Cookies > candy,Cookies > candy,,,,22000017871,,Physical good,,,,,,,,5.25,,N,,,,N,,,5,,,
#extra-spearmint-35-sticks-1-regular,6OHVYJ5YC4VAVA45IR6WTI4K,Extra Spearmint 35 Sticks [1766529],Regular,1766529,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,5.25,,N,,,,,,,5,,,
#fairlife-core-power-26g-protein-milk-shakes-ready-to-drink-for-workout-recovery-chocolate-regular,ZKCRLJACLTWMMAU4PWF5QXTI,"Fairlife CORE Power 26g Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate",Regular,9508394,,,,,,,8.1162E+11,,Physical good,,,,,,,,3.49,,N,,,,,,,-6,,,
#fanta-chucky-s-punch-regular,YA45QE73KTU3MA3UVT6F65NZ,Fanta Chucky ' S Punch,Regular,640518J,,,,,,,49000560725,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#fanta-orange-fruit-soda-pop-oz-regular,HKFRRSCRTUJY3UJSMVGLY65N,Fanta Orange Fruit Soda Pop Oz,Regular,D345043,,,,,,,49000031683,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#fanta-orange-soda-fruit-flavored-soft-drink-regular,QMH4YTMN7GMFBRS7XSXDOWWS,Fanta Orange Soda Fruit Flavored Soft Drink,Regular,L576973,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,24,,,
#fanta-pineapple-fruit-soda-pop-oz-regular,AGVJQY57BMJRHAR5HRT25ZCC,Fanta Pineapple Fruit Soda Pop oz,Regular,Z721349,,Chips > Drinks,Chips > Drinks,,,,49000028201,visible,Physical good,,,,N,N,N,N,2.5,,N,,N,,N,,,,,,
#fanta-pineapple-soda-bottles-oz-regular,ROIVPIO26ANQ6HKVBRFSRXKU,Fanta Pineapple Soda Bottles Oz,Regular,9227174,,Chips > Drinks,Chips > Drinks,,,,49000545500,visible,Physical good,,,,N,N,N,N,5.28,,N,,N,,N,,,,,,
#fanta-strawberry-soda-pop-soft-drink-bottles-12-fl-oz-regular,7FZNHVAGSAGL6G466LROGJTH,"Fanta Strawberry Soda Pop Soft Drink Bottles, 12 Fl Oz",Regular,B362680,,Chips > Drinks,Chips > Drinks,,,,49000545517,visible,Physical good,,,,N,N,N,N,5.28,,N,,N,,N,,,0,,,
#feastables-mrbeast-original-chocolate-bar-oz-60g--regular,O6YE2Q74PPLKN3C3CMGX6NLU,Feastables MrBeast Original Chocolate Bar oz (60g),Regular,293392W,,water > Snacks,water > Snacks,,,,8.50028E+11,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#ferrara-1-bag-laffy-taffy-gone-bananas-limited-edition-chewy-candy-3-5-oz-regular,7PWNGEXHZZUDMR43QTFC2CGT,Ferrara (1) Bag Laffy Taffy Gone Bananas Limited Edition Chewy Candy 3.5 oz,Regular,523151G,,Cookies > candy,Cookies > candy,,,,79200599362,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#ferrero-rocher-bag-chocolate-caramel-hazelnut-3-7-oz-regular,IANXKK47MFCOKWQ6JWA4MK5O,Ferrero Rocher Bag Chocolate Caramel Hazelnut - 3.7 oz,Regular,9800125647,,,,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,6,,,
#ferrero-rocher-chocolate-bag-milk-hazelnut-regular,Z35Z2ZGRFRLWBR7T7IF5XCC7,Ferrero Rocher Chocolate Bag Milk Hazelnut,Regular,9800125630,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,5,,,
#ferrero-rocher-milk-chocolate-3-pack-regular,ZUXXDFIWGJLEHWX2BS4YXQA3,Ferrero Rocher Milk Chocolate 3 pack,Regular,620632E,,Candy,Candy,,,,9800123018,,Physical good,,,,,,Y,Y,2.99,,N,,,,,,,12,,,
#ferrero-rocher-white-hazelnut-regular,J327EMFJMO2GCFFU3YRLOTUN,Ferrero Rocher White Hazelnut,Regular,9800125623,,,,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,10,,,
#fiorella-dubai-chocolate-regular,Q7XIS4M6OCTE5DSDZN7VLFAX,Fiorella Dubai Chocolate,Regular,K515536,,Candy,Candy,,,,24354306748,,Physical good,,,,,,Y,Y,18.99,,N,,,,,,,1,,,
#flamin-hot-funyuns-6-ounce-1-bag--regular,RUSOKEBESBOVLVCGXKOQPLHR,Flamin Hot Funyuns 6 Ounce (1 bag),Regular,D839779,,,,,,,28400089326,,Physical good,,,,,,,,0.75,,N,,,,,,,-1,,,
#flamin-hot-regular,U72ZG3AET4WPPQL5OLY75HSZ,Flamin' Hot,Regular,P100317,"Flamin' Hot Chips deliver a bold, spicy flavor perfect for those who crave a fiery snack. Enjoy the satisfying crunch with every bite.",Chips,Chips,,,,28400768764,,Physical good,,,,,,,,2.69,,N,,,,,,,4,,,
#frito-lay-doritos-chips-1-oz-regular,3ALATFL37Q65T3P35T3EYESU,Frito lay Doritos Chips 1.oz,Regular,670671Y,,Chips,Chips,,,,,,Physical good,,,,,,,,0.5,,N,,,,,,,0,,,
#fritos-3-5-oz-honey-bbq-twists-regular,7FZBZ2ZQPVZHIWJPVWBECX6Q,Fritos 3.5 oz Honey BBQ Twists,Regular,7363671,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,4,,,
#fritos-bean-dip-9-0oz-regular,H4AW6R43NXQ3XE2QTEUFEU2R,Fritos Bean Dip 9.0oz,Regular,8737294,,Dip sause,Dip sause,,,,,,Physical good,,,,,,,,5,,N,,,,N,,,1,,,
#fritos-flavor-twists-honey-bbq-corn-snacks-regular,73VPH5EWUOYYEMBQDSNDBLAC,Fritos Flavor Twists Honey BBQ Corn Snacks,Regular,28400589277,,,,,,,,,Physical good,,,,,,,,5.89,,N,,,,,,,1,,,
#fritos-jalapeno-cheddar-dip9-0oz-regular,WBMB2L62YVGXZJRYRSWZGWHN,Fritos Jalapeno Cheddar Dip9.0oz,Regular,9082378,,Dip sause,Dip sause,,,,28400000246,,Physical good,,,,,,,,5,,N,,,,N,,,1,,,
#fritos-mild-cheddar-flavored-cheese-dip-9-0oz-regular,RCRJXS37BWRRQQCGVFYPR7CF,Fritos Mild Cheddar Flavored Cheese Dip 9.0oz,Regular,475696N,,Dip sause,Dip sause,,,,,,Physical good,,,,,,,,5,,N,,,,N,,,1,,,
#frosted-toaster-pastries-regular,BFMP6TE5HAZNFC625S2FVQ2J,Frosted Toaster Pastries,Regular,5669263,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,1.25,,N,,,,N,,,1,,,
#frosted-toaster-pastries-1-regular,VQ5RSAOJUEWIGX2YZYD54LUZ,Frosted Toaster Pastries [1373145],Regular,1373145,,water > Snacks,water > Snacks,,,,38000310300,,Physical good,,,,,,,,4.25,,N,,,,,,,-1,,,
#fudge-stripes-chocolate-cookies-keebler-5x-56g-bags-regular,ITEJNG52I6FAGYN2KCWQLA7W,Fudge Stripes Chocolate Cookies Keebler 5x 56g Bags,Regular,27800063165,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,1,,N,,,,,,,32,,,
#funyuns-2-125-oz-hot-onion-flavored-rings-regular,6NR3U7UZACZ367AGYARSD464,Funyuns 2.125 oz Hot Onion Flavored Rings,Regular,4117206,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,4,,,
#funyuns-onion-flavored-rings-regular,Z3PKURV43AO3K2KDU2TAP7JZ,Funyuns Onion Flavored Rings,Regular,3108338,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,4,,,
#ghost-energy-zero-sugars-energy-drink-cherry-limeade-16-fl-oz-can-regular,WKQQMCPGECSOVYK7NVMGZCIL,GHOST® ENERGY Zero Sugars Energy Drink  Cherry Limeade  16 fl oz Can,Regular,6491250,,Chips > Drinks,Chips > Drinks,,,,8.10028E+11,,Physical good,,,,,,Y,Y,2.99,,N,,,,,,,0,,,
#ghost-energy-zero-sugars-energy-drink-sour-pink-lemonade-16-fl-oz-can-regular,HLUG4J6WMGGAXKZI53OCYHQ4,GHOST® ENERGY Zero Sugars Energy Drink  Sour Pink Lemonade  16 fl oz Can,Regular,2401057,,Chips > Drinks,Chips > Drinks,,,,8.10129E+11,,Physical good,,,,,,Y,Y,2.99,,N,,,,,,,0,,,
#gatorade-fruit-punch-thrist-quencher-28-fluid-ounce-bottle-regular,NRPZN5X3YNLMXZDUJHOGMP22,Gatorade Fruit Punch Thrist Quencher 28  Fluid Ounce Bottle,Regular,J630729,,Chips > Drinks,Chips > Drinks,,,,52000135138,,Physical good,,,,,,,,2.99,,N,,,,,,,0,,,
#gatorade-fruit-punch-thrist-quencher-28-fluid-ounce-bottle-1-regular,DA7JYYHWVMSEDXZLYLL6BHN7,Gatorade Fruit Punch Thrist Quencher 28  Fluid Ounce Bottle [1249947],Regular,1249947,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.99,,N,,,,N,,,15,,,
#gatorade-thirst-quencher-cool-blue-sports-drink-20-fluid-ounce-plastic-bottle-regular,K2VRRF4JD4JKNY722TIEHNVC,Gatorade Thirst Quencher Cool Blue Sports Drink 20 Fluid Ounce Plastic Bottle,Regular,927315N,,Chips > Drinks,Chips > Drinks,,,,52000324815,,Physical good,,,,,,Y,Y,2.5,,N,,,,,,,10,,,
#gatorade-thirst-quencher-cool-blue-sports-drink-20-fluid-ounce-plastic-bottle-1-regular,GXY5KUOCOOHA5DZSMSXJJFZN,Gatorade Thirst Quencher Cool Blue Sports Drink 20 Fluid Ounce Plastic Bottle [8449443],Regular,8449443,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,8,,,
#gatorade-thirst-quencher-cool-blue-20oz-regular,O663LO5IBXK7Z2HWQ5N7KJHE,"Gatorade Thirst Quencher, Cool Blue 20oz",Regular,303942K,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,15,,,
#gatorade-thirst-quencher-cool-blue-28oz-regular,UGBE4INBZ5PQ5HRZL7IWXJLP,"Gatorade Thirst Quencher, Cool Blue 28oz",Regular,675708W,,Chips > Drinks,Chips > Drinks,,,,52000135176,,Physical good,,,,,,Y,Y,2.99,,N,,,,,,,11,,,
#gatorade-zero-fruit-punch-20oz-regular,C75BPQC3DBCPMC4YMZYQ65AE,Gatorade Zero Fruit Punch 20oz,Regular,W966964,,,,,,,52000047745,,Physical good,,,,,,,,2.5,,N,,,,,,,0,,,
#gatorade-zero-sugar-thirst-quencher-glacier-cherry-regular,JX5OMS4XTJWK3RCHGFT63AEH,"Gatorade Zero Sugar Thirst Quencher, Glacier Cherry",Regular,9686211,,Chips > Drinks,Chips > Drinks,,,,52000042146,,Physical good,,,,,,,,2.5,,N,,,,,,,-1,,,
#gatorade-zero-sugar-thirst-quencher-glacier-cherry-20oz-regular,G5AYT3CYZWZADJABYADRSNRG,"Gatorade Zero Sugar Thirst Quencher, Glacier Cherry 20oz",Regular,A380959,,,,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,8,,,
#ghirardelli-chocolate-sea-salt-caramel-squares-151-g-regular,KEXDBDCJXJFO6JI45TRFH4HV,Ghirardelli Chocolate Sea Salt Caramel Squares 151 g,Regular,7.47599E+11,,,,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,0,,,
#ghirardelli-intense-dark-chocolate-squares-cacao-chocolate-gifts-bag-regular,NVD64W7W3FFPL464OPAHDXLX,Ghirardelli Intense Dark Chocolate Squares Cacao Chocolate Gifts Bag,Regular,2633131,,Cookies > candy,Cookies > candy,,,,7.47599E+11,,Physical good,,,,,,,,6.99,,N,,,,,,,0,,,
#ghost-energy-drinks-16-fl-oz-regular,GFXG6TPWZR62ZQTDKJUZBSYS,Ghost Energy Drinks 16 fl oz,Regular,422515M,,Chips > Drinks,Chips > Drinks,,,,8.10129E+11,,Physical good,,,,,,Y,Y,2.99,,N,,,,,,,0,,,
#glaceau-vitaminwater-xxx-acai-blueberry-pomegranate-nutrient-enhanced-water-beverage-regular,MI7RTBRFWR5TWBBTCVXCXL5T,Glaceau Vitaminwater XXX Acai-Blueberry-Pomegranate Nutrient Enhanced Water Beverage,Regular,7.86162E+11,,,,,,,,,Physical good,,,,,,,,2.25,,N,,,,N,,,8,,,
#glico-pocky-bundle-of-biscuit-sticks-cookies-and-cream-chocolate-cream-strawberry-cream-12-pack-regular,4A7ORVMO6GUXLFVPR6DMVKR4,Glico Pocky Bundle of Biscuit Sticks || Cookies and Cream || Chocolate Cream || Strawberry Cream 12 Pack,Regular,287808C,,water > Snacks,water > Snacks,,,,73141153980,,Physical good,,,,,,,,12.99,,N,,,,,,,4,,,
#goldfish-flavor-blasted-xtra-cheddar-cheese-crackers-baked-snack-crackers-regular,ROGZP4RF6ODZJ7XBVAWDNICO,"Goldfish Flavor Blasted Xtra Cheddar Cheese Crackers, Baked Snack Crackers",Regular,1875206,,,,,,,14100085485,,Physical good,,,,,,Y,Y,3.65,,N,,,,,,,-2,,,
#goldfish-flavor-blasted-xtra-cheddar-cheese-crackers-baked-snack-crackers-1-regular,PQALY5WUBTX3MOL67WNCFRHV,"Goldfish Flavor Blasted Xtra Cheddar Cheese Crackers, Baked Snack Crackers [788741q]",Regular,788741Q,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,3.65,,N,,,,,,,6,,,
#goldfish-flavor-blasted-xtra-cheddar-cheese-crackers-baked-snack-crackers-2-regular,DDCDXPZPPRU6BEH73IYVN6WP,"Goldfish Flavor Blasted Xtra Cheddar Cheese Crackers, Baked Snack Crackers [e288563]",Regular,E288563,,Crackers,Crackers,,,,,,Physical good,,,,,,,,3.65,,N,,,,N,,,6,,,
#good2grow-juice-fruit-punch-regular,ABLIKS6FB7PMEGUMVJKM7X7V,Good2Grow Juice Fruit Punch,Regular,C380337,,,,,,,,,Physical good,,,,,,,,4.25,,N,,,,N,,,12,,,
#good2grow-juice-fruit-punch-1-regular,LONP353JSWUSBOUR3HA273XC,Good2Grow Juice Fruit Punch [747855f],Regular,747855F,,,,,,,8.83991E+11,,Physical good,,,,,,Y,Y,1.89,,N,,,,,,,-1,,,
#gourmet-jelly-beans-7oz-regular,HM2IWMNOYYECHSVHQETJQ7AH,Gourmet Jelly Beans 7oz,Regular,4539878,,Cookies > candy,Cookies > candy,,,,71570002350,visible,Physical good,,,,,,,,4.99,,N,,,,N,,,10,,,
#grandma-s-chocolate-chip-cookies-regular,KOURZQN3KAJ2LN5RVOGQL2MU,Grandma's Chocolate Chip Cookies,Regular,28400259613,,,,,,,,,Physical good,,,,,,,,2.09,,N,,,,N,,,5,,,
#grandma-s-cookies-peanut-butter-2-7-8-oz-regular,APRD2OS765MQQTFXNOOFWCCW,Grandma's Cookies Peanut Butter 2 7/8 oz,Regular,28400259552,,,,,,,,,Physical good,,,,,,,,2.09,,N,,,,N,,,5,,,
#gummi-bears-regular,N7CNEGLEP5Y4DAEZCGGTSH3N,Gummi Bears,Regular,C648564,,Cookies > candy,Cookies > candy,,,,6.34419E+11,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#gummy-worm-mini-12-flavor-12-7-5-oz-regular,HMML5BHQJWMGHFQOHG77O4QM,Gummy Worm Mini 12 Flavor 12/7.5 oz,Regular,972992V,,Cookies > candy,Cookies > candy,,,,6.34419E+11,visible,Physical good,,,,,,,,3.79,,N,,,,N,,,10,,,
#haagen-dazs-ice-cream-new-york-strawberry-cheesecake-regular,G2RRFNCHLB542UE4ORWOOPZO,Haagen Dazs Ice Cream New York Strawberry Cheesecake,Regular,9364864,,Ice cream,Ice cream,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#haagen-dazs-ice-cream-new-york-strawberry-cheesecake-1-regular,O2GCHH6X32DFRMEUP6B2VIG4,Haagen Dazs Ice Cream New York Strawberry Cheesecake [4803854],Regular,4803854,,,,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,10,,,
#haagen-dazs-pistachio-ice-cream-regular,CE27HA6526ZWS3HOIQQGLOSZ,Haagen- Dazs Pistachio Ice Cream,Regular,401846G,,,,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#haagen-dazs-cherry-vanilla-ice-cream-regular,CQ37A2XGBUBVJS5HWDRMTFEZ,Haagen-Dazs Cherry Vanilla Ice Cream,Regular,C842295,,Ice cream,Ice cream,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#haagen-dazs-chocolate-ice-cream-regular,5RA7LEGX4HLLLSQS3SG5PIJA,Haagen-Dazs Chocolate Ice Cream,Regular,R686461,,Ice cream,Ice cream,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#haagen-dazs-cookies-cream-ice-cream-regular,IJSOSX3L6NVPEMQE666M7ZZ5,Haagen-Dazs Cookies & Cream Ice Cream,Regular,165691J,,Ice cream,Ice cream,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#hallmark-keepsake-1980-colors-of-christmas-tree-trimmer-collection-regular,SXKE6DWWO3PMINVQPVE6WPZX,Hallmark Keepsake 1980 Colors of Christmas Tree-Trimmer Collection,Regular,387369P,,,,,,,,,Physical good,,,,,,,,2.19,,N,,,,,,,6,,,
#hallmark-keepsake-1980-colors-of-christmas-tree-trimmer-collection-1-regular,XWUJ2SGJFWCPSXANKJQDFONA,Hallmark Keepsake 1980 Colors of Christmas Tree-Trimmer Collection [1613296],Regular,1613296,,,,,,,24300837869,,Physical good,,,,,,,,2.19,,N,,,,,,,-5,,,
#hard-candy-13oz-regular,VNGCQARQV2ODUF2HPB3T4ONL,Hard Candy 13oz,Regular,7144520,,Cookies > candy,Cookies > candy,,,,10700556899,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#haribo-peaches-4-0oz-regular,4IIWITXWAAOHCHVFUAZXWAML,Haribo Peaches 4.0oz,Regular,747113Z,,Cookies > candy,Cookies > candy,,,,42238380066,,Physical good,,,,,,,,1.99,,N,,,,,,,2,,,
#haribo-sour-streamers-3-6oz-regular,J3DZ57IO75Q3THCLHY3GAYJ2,Haribo Sour Streamers 3.6oz,Regular,9147642,,Cookies > candy,Cookies > candy,,,,42238750012,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#haribo-starmix-4oz-regular,HE2LFHHHBYQFCSWP34EK52A4,Haribo Starmix 4oz,Regular,122084A,,Cookies > candy,Cookies > candy,,,,42238725317,,Physical good,,,,,,,,1.99,,N,,,,,,,2,,,
#haribo-twin-snakes-sweet-and-sour-gummy-candy-4-0oz-regular,WM2GLOMT4MF4OSKLSY3VGVF3,Haribo Twin Snakes Sweet and Sour Gummy Candy 4.0oz,Regular,W302501,,Cookies > candy,Cookies > candy,,,,42238340930,,Physical good,,,,,,,,1.99,,N,,,,,,,3,,,
#haribo-watermelon-3-1oz-regular,2CVGCAYCZNNTYNHIPB6C4XA6,Haribo Watermelon 3.1oz,Regular,C951912,,Cookies > candy,Cookies > candy,,,,42238723306,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#haribo-gold-bears-gummi-candy-5-0oz-regular,4672OAPP7HTIQXRL3LDENNXO,"Haribo, Gold-Bears, Gummi Candy 5.0oz",Regular,9151029,,Cookies > candy,Cookies > candy,,,,42238302211,,Physical good,,,,,,,,1.99,,N,,,,,,,11,,,
#hersey-s-kisses-cookie-creme-regular,X7PEVDLYWJGWRE363R5L55B5,Hersey's Kisses Cookie Creme,Regular,1877707,,water > Snacks,water > Snacks,,,,34000940196,,Physical good,,,,,,,,1.55,,N,,,,N,,,3,,,
#hersey-s-kisses-pokemon-regular,J3YJHMGJ5T2VXLC5S5CF5SL2,Hersey's Kisses Pokemon,Regular,721476F,,Cookies > candy,Cookies > candy,,,,34000142200,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#hershes-s-cookie-s-creme-1-55-oz-regular,NMV5KOBZP3VVQU76PJU4LFGF,Hershes's Cookie's Creme 1.55 oz,Regular,T061066,,water > Snacks,water > Snacks,,,,3423909,,Physical good,,,,,,,,1.99,,N,,,,,,,30,,,
#hershey-s-hugs-milk-chocolate-and-white-creme-candy-10-6-oz-regular,IKFCCMLTUU2KX7B2SZXAVUOO,Hershey S Hugs Milk Chocolate and White Creme Candy 10.6 oz,Regular,H082008,,Cookies > candy,Cookies > candy,,,,34000110322,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#hershey-s-kisses-milk-chocolate-candy-10-8-oz-regular,OROXJNT2R4XAMQYCL2KK6AYX,Hershey S Kisses Milk Chocolate Candy 10.8 oz,Regular,112389B,,Cookies > candy,Cookies > candy,,,,34000140589,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#hershey-s-milk-chocolate-extra-large-candy-bar-size-4-4oz-regular,2ULRVRJHBI7YEY34EBJET5J6,Hershey S Milk Chocolate Extra Large Candy Bar Size 4.4oz,Regular,L561662,,water > Snacks,water > Snacks,,,,34000170388,visible,Physical good,,,,,,,,3.55,,N,,,,N,,,,,,
#hershey-s-milk-chocolate-with-whole-almonds-candy-1-45-oz-regular,HGP25UJVX53PTB4644EIIWQ4,Hershey S Milk Chocolate with Whole Almonds Candy 1.45 oz,Regular,,,,,,,,34000291052,visible,Physical good,,,,,,,,1.99,,N,,,,N,,,72,,,
#hershey-s-miniatures-assorted-chocolate-candy-10-4-oz-regular,EPPABEAXJJSOB77EM37FWDTD,Hershey S Miniatures Assorted Chocolate Candy 10.4 oz,Regular,972856Q,,,,,,,34000214907,visible,Physical good,,,,,,,,6.99,,N,,,,N,,,9,,,
